relation_id,sentence_id,description,is_true,expectation,words,c_start,c_length,p_start,p_length,p_length,features,weights
5224650@3_0-5224650@3_8,5224650@3,Daniel Q. Brown-Hubert A. Rogers,,0.196,"{Brown,was,consecrated,a,bishop,in,1969,by,Hubert,A.,Rogers,.}",0,1,8,3,3,"{people_between_bucket=0,num_words_between_bucket=1,NGRAM_1_[1969],NGRAM_1_[bishop],""BETW_L_[nsubjpass agent]"",NGRAM_1_[consecrate]}","{0.4248,-0.109778,0.058695,-0.0404264,-0.0209738,0}"
674645@3_0-674645@3_17,674645@3,Godfrey Giffard-Sibyl,,0.674,"{Giffard,was,a,son,of,Hugh,Giffard,of,Boyton,in,Wiltshire,"","",a,royal,justice,"","",by,Sibyl,"","",a,daughter,and,co-heiress,of,Walter,de,Cormeilles,.}",0,1,17,1,1,"{people_between_bucket=2,""BETW_L_[nsubj prep_of prep_by]"",num_words_between_bucket=2,""BETW_D_[nsubj son prep_of Giffard prep_by]"",""BETW_[nsubj son prep_of Giffard prep_by]""}","{1.97439,0.180357,-0.104993,0,0}"
19719713@4_11-19719713@4_17,19719713@4,George LeMieux-Mel Mart,,0.45,"{On,August,28,"","",2009,"","",Crist,announced,he,would,appoint,LeMieux,as,U.S.,Senator,to,replace,Mel,Mart,nez,"","",who,weeks,earlier,had,announced,he,would,resign,as,soon,as,Crist,announced,his,successor,.}",11,1,17,2,2,"{dep_path_length>5,people_between_bucket=0,NGRAM_1_[replace],num_words_between_bucket=1,""BETW_L_[dobj advcl dobj nn]"",""BETW_D_[dobj appoint advcl replace dobj nez nn]""}","{0.845584,0.4248,-0.114195,-0.109778,-0.00263343,0}"
38831483@15_0-38831483@15_6,38831483@15,Syed Sibghatullah Shah Rashdi III-Pir Pagara,,0.318,"{Syed,Sibghatullah,Shah,Rashdi,becomes,8th,Pir,Pagara}",0,4,6,2,2,"{people_between_bucket=0,NGRAM_1_[become],NGRAM_1_[8th],""BETW_D_[nsubj become xcomp]"",""BETW_[nsubj become xcomp]"",num_words_between_bucket=0}","{0.4248,-0.106427,0.0649531,-0.0143761,-0.0143761,0.0050051}"
4837812@12_3-4837812@12_0,4837812@12,Helian Ding-Helian Chang,,0.272,"{Helian,Chang,gave,Helian,Ding,more,authorities,than,before,"","",and,Helian,Ding,quickly,became,one,of,the,major,generals,that,his,brother,relied,on,.}",3,2,0,2,2,"{""INV_BETW_[iobj give nsubj]"",""INV_BETW_D_[iobj give nsubj]"",""INV_BETW_L_[iobj nsubj]"",num_words_between_bucket=0}","{0.0611177,0.0611177,0.0421038,0.0050051}"
3599553@277_4-3599553@277_6,3599553@277,Nathan Scott-Haley,,0.106,"{The,series,finale,shows,Nathan,and,Haley,continuing,to,lead,happy,lives,after,Nathan,'s,kidnapping,and,also,shows,a,final,rain,kiss,between,the,two,of,them,.}",4,1,6,1,1,"{people_between_bucket=0,BETW_L_[conj_and],BETW_D_[conj_and],BETW_[conj_and],num_words_between_bucket=0}","{0.4248,0.149423,0.1476,0.147414,0.0050051}"
753236@45_2-753236@45_0,753236@45,Zeev Sternhell-Jouvenel,,0.166,"{Jouvenel,sued,Sternhell,on,nine,counts,"","",and,Sternhell,was,subsequently,convicted,for,defamation,.}",2,1,0,1,1,"{""INV_BETW_L_[dobj nsubj]"",""INV_BETW_D_[dobj sue nsubj]"",""INV_BETW_[dobj sue nsubj]"",num_words_between_bucket=0}","{0.372353,-0.0265866,-0.0265866,0.0050051}"
4495544@6_0-4495544@6_4,4495544@6,Matthew Slotover-Robert Slotover,,0.96,"{Slotover,'s,father,"","",Robert,Slotover,manages,classical,musicians,including,the,composer,Sir,Harrison,Birtwistle,;,his,mother,Jill,Slotover,is,a,children,'s,book,editor,.}",0,1,4,2,2,"{NGRAM_1_[father],""BETW_[poss father appos]father"",""BETW_L_[poss appos]father"",""BETW_D_[poss father appos]father"",people_between_bucket=0,""NGRAM_2_['s father]""}","{3.00572,0.469714,0.469714,0.469486,0.4248,0.311019}"
2108919@34_15-2108919@34_9,2108919@34,Scott Jurek-Arnulfo Quimare,,0.228,"{Jurek,narrowly,lost,to,the,fastest,Tarahumara,runner,"","",Arnulfo,Quimare,"","",but,in,2007,Jurek,returned,to,win,the,race,.}",15,1,9,2,2,"{num_words_between_bucket=0,""INV_BETW_L_[prep_in conj_but prep_to appos]"",""INV_BETW_D_[prep_in return conj_but lose prep_to runner appos]"",""INV_BETW_[prep_in return conj_but lose prep_to runner appos]""}","{0.0050051,0,0,0}"
41127801@14_18-41127801@14_43,41127801@14,Porfirio DiDonna-Larry Poons,,0.648,"{The,critic,"","",Barry,Schwabsky,"","",in,an,essay,for,a,1994,exhibition,catalog,wrote,that,reviewers,of,DiDonna,'s,work,in,the,1970s,naturally,mentioned,Agnes,Martin,as,an,influence,"","",as,well,as,Brice,Marden,and,the,early,dot,paintings,of,Larry,Poons,.}",18,1,43,2,2,"{people_between_bucket=2,dep_path_length>5,num_words_between_bucket=3,""BETW_L_[poss prep_of prep_in vmod prep_as conj_and conj_and prep_of]of"",""BETW_[poss work prep_of reviewer prep_in 1970s vmod mention prep_as influence conj_and Marden conj_and painting prep_of]of"",""BETW_D_[poss work prep_of reviewer prep_in 1970s vmod mention prep_as influence conj_and Marden conj_and painting prep_of]of""}","{1.97439,0.845584,-0.728149,0,0,0}"
25246058@3_11-25246058@3_29,25246058@3,Des McKeown-Jamie McAllister,,0.396,"{When,playing,for,Dumfries,club,"","",Queen,of,the,South,"","",McKeown,was,part,of,the,side,that,made,it,to,the,1997,Scottish,Challenge,Cup,final,playing,alongside,Jamie,McAllister,"","",Andy,Aitken,"","",Jim,Thomson,"","",and,man,of,the,match,Tommy,Bryce,.}",11,1,29,2,2,"{dep_path_length>5,people_between_bucket=0,NGRAM_1_[make],num_words_between_bucket=2,NGRAM_1_[challenge],NGRAM_1_[part]}","{0.845584,0.4248,-0.272912,-0.104993,-0.0969334,-0.0790294}"
29506071@1_0-29506071@1_14,29506071@1,Otto Krümmel-Posen,,0.736,"{Otto,Kr,mmel,Otto,Kr,mmel,-LRB-,8,July,1854,Exin,"","",Province,of,Posen,12,October,1912,Cologne,-RRB-,was,a,German,geographer,influential,in,awakening,public,interest,in,oceanography,.}",0,2,14,1,1,"{people_between_bucket=2,dep_path_length>5,num_words_between_bucket=2,""BETW_D_[nn mmel dep Exin appos Province prep_of Cologne nn]"",""BETW_L_[nn dep appos prep_of nn]"",""BETW_[nn mmel dep Exin appos Province prep_of Cologne nn]""}","{1.97439,0.845584,-0.104993,0,0,0}"
255618@73_7-255618@73_0,255618@73,Frank Davey-Diana Brydon,,0.248,"{Diana,Brydon,begins,her,introduction,to,the,Frank,Davey,`,festschrift,issue,',of,``,Studies,in,Canadian,Literature,'',:,`,In,1974,"","",Frank,Davey,'s,conference,paper,`,Surviving,the,Paraphrase,',took,the,small,world,of,Canadian,literary,criticism,by,storm,.}",7,2,0,2,2,"{num_words_between_bucket=1,""INV_BETW_[nn issue prep_to introduction dobj begin nsubj]"",""INV_BETW_D_[nn issue prep_to introduction dobj begin nsubj]"",""INV_BETW_L_[nn prep_to dobj nsubj]""}","{-0.109778,0,0,0}"
28100120@42_0-28100120@42_23,28100120@42,George D. Herron-Victor L. Berger,,0.336,"{Herron,exited,the,SLP,in,the,aftermath,of,its,bitter,1899,faction,fight,and,joined,the,Social,Democratic,Party,of,America,headed,by,Victor,L.,Berger,and,Eugene,V.,Debs,"","",only,then,making,his,status,as,a,socialist,a,matter,of,public,knowledge,.}",0,1,23,3,3,"{dep_path_length>5,num_words_between_bucket=3,people_between_bucket=0,NGRAM_1_[head],NGRAM_1_[fight],""BETW_L_[nsubj conj_and dobj vmod agent]""}","{0.845584,-0.728149,0.4248,-0.139406,0.0719811,0.0428168}"
15752174@14_10-15752174@14_0,15752174@14,Halitgar-Ebbo,,0.304,"{Ebbo,'s,intention,was,to,have,a,normative,penitential,;,Halitgar,set,aside,tariffs,of,penances,for,exhortations,.}",10,1,0,1,1,"{num_words_between_bucket=1,""INV_BETW_L_[amod dep nsubj poss]penitential"",""INV_BETW_[amod set dep be nsubj intention poss]penitential"",""INV_BETW_D_[amod set dep be nsubj intention poss]penitential""}","{-0.109778,0,0,0}"
1457692@49_19-1457692@49_2,1457692@49,Dan Goodwin-Jeff Lowe,,0.258,"{Rock,climber,Jeff,Lowe,"","",along,with,Dick,Bass,"","",the,owner,of,the,Snowbird,ski,resort,"","",invited,Goodwin,to,build,the,climbing,wall,for,the,world,'s,first,International,Sport,Climbing,Championship,held,at,Snowbird,"","",Utah,"","",United,States,"","",in,1988,.}",19,1,2,2,2,"{num_words_between_bucket=2,""INV_BETW_D_[dobj invite vmod Bass prep_along_with]"",""INV_BETW_L_[dobj vmod prep_along_with]"",""INV_BETW_[dobj invite vmod Bass prep_along_with]""}","{-0.104993,0,0,0}"
1968262@30_8-1968262@30_6,1968262@30,Glen Byam Shaw-Gielgud,,0.214,"{During,that,Old,Vic,season,"","",Gielgud,invited,Byam,Shaw,to,join,him,in,directing,``,Richard,II,'',for,the,Oxford,University,Dramatic,Society,.}",8,2,6,1,1,"{""INV_BETW_L_[dobj nsubj]"",num_words_between_bucket=0,""INV_BETW_[dobj invite nsubj]"",""INV_BETW_D_[dobj invite nsubj]""}","{0.372353,0.0050051,0,0}"
5778156@6_13-5778156@6_8,5778156@6,"Charles, Duke of Durazzo-Joan",,0.296,"{Keeping,carefully,aloof,from,the,conspiracy,that,murdered,Joan,'s,husband,Andrew,"","",Duke,of,Calabria,"","",he,led,a,faction,opposing,Joan,and,Louis,of,Taranto,.}",13,1,8,1,1,"{num_words_between_bucket=0,""INV_BETW_D_[appos Andrew poss]Andrew"",""INV_BETW_L_[appos poss]Andrew"",""INV_BETW_[appos Andrew poss]Andrew""}","{0.0050051,0,0,0}"
39209@184_4-39209@184_28,39209@184,Philipp Melanchthon-Luther,,0.358,"{As,a,theologian,"","",Melanchthon,did,not,show,so,much,creative,ability,"","",but,rather,a,genius,for,collecting,and,systematizing,the,ideas,of,others,"","",especially,of,Luther,"","",for,the,purpose,of,instruction,.}",4,1,28,1,1,"{dep_path_length>5,num_words_between_bucket=3,people_between_bucket=0,NGRAM_1_[show],NGRAM_1_[rather],NGRAM_1_[collect]}","{0.845584,-0.728149,0.4248,-0.1591,0.0954588,0.0640172}"
10876047@8_12-10876047@8_29,10876047@8,Stephen Caffrey-Gareth Farrelly,,0.078,"{When,his,contract,ended,at,the,end,of,the,2004,season,"","",Caffrey,moved,to,St,Patricks,Athletic,but,he,had,an,injury,hit,time,at,the,club,and,Gareth,Farrelly,brought,him,back,to,Bohemians,for,a,third,spell,until,the,end,of,the,2006,season,.}",12,1,29,2,2,"{""BETW_L_[nsubj conj_and nsubj]"",people_between_bucket=0,NGRAM_1_[move],NGRAM_1_[time],NGRAM_1_[club],num_words_between_bucket=2}","{-0.620638,0.4248,-0.254605,-0.239564,-0.120222,-0.104993}"
11444374@26_0-11444374@26_8,11444374@26,Larry Allen Abshier-Jenkins,,0.454,"{Abshier,"","",like,Dresnok,"","",Parrish,"","",and,Jenkins,"","",was,``,given,'',a,North,Korean,woman,to,be,his,cook,and,minder,"","",and,to,have,sex,with,him,.}",0,1,8,1,1,"{people_between_bucket=2,num_words_between_bucket=1,""BETW_D_[prep_like Dresnok conj_and]"",""BETW_[prep_like Dresnok conj_and]"",""BETW_L_[prep_like conj_and]""}","{1.97439,-0.109778,0,0,0}"
24391962@60_16-24391962@60_0,24391962@60,Sanjay Singh-Garima Singh,,0.144,"{Garima,Singh,and,her,children,claim,that,the,local,administration,has,been,working,in,tandem,with,Singh,and,continuously,posed,obstacles,in,their,way,to,obtain,justice,.}",16,1,0,2,2,"{num_words_between_bucket=2,""INV_BETW_L_[prep_with ccomp nsubj]"",""INV_BETW_D_[prep_with work ccomp claim nsubj]"",""INV_BETW_[prep_with work ccomp claim nsubj]""}","{-0.104993,-0.0711008,0,0}"
3310555@16_0-3310555@16_14,3310555@16,Choe Museon-Lee,,0.288,"{Choe,visited,Lee,while,he,was,staying,in,Goryeo,on,business,"","",and,bribed,Lee,for,the,gunpowder,recipe,"","",in,violation,of,Mongol,and,Chinese,law,.}",0,1,14,1,1,"{people_between_bucket=1,""BETW_L_[nsubj conj_and dobj]"",num_words_between_bucket=2,""BETW_[nsubj visit conj_and bribe dobj]"",""BETW_D_[nsubj visit conj_and bribe dobj]""}","{1.18556,-0.243568,-0.104993,0,0}"
6269557@1_0-6269557@1_33,6269557@1,Stanley Lupino-Stanley Richard Lupino Hook,,0.112,"{Stanley,Lupino,Stanley,Lupino,-LRB-,15,May,1893,10,June,1942,-RRB-,was,an,English,actor,"","",dancer,"","",singer,"","",librettist,"","",director,and,short,story,writer,"","",who,began,life,as,Stanley,Richard,Lupino,Hook,.}",0,2,33,4,4,"{people_between_bucket=2,dep_path_length>5,num_words_between_bucket=3,""BETW_[nn Lupino nsubj actor rcmod begin dobj life prep_as]"",""BETW_D_[nn Lupino nsubj actor rcmod begin dobj life prep_as]"",""BETW_L_[nn nsubj rcmod dobj prep_as]""}","{1.97439,0.845584,-0.728149,0,0,0}"
5150396@30_0-5150396@30_13,5150396@30,John Konrads-Rose,,0.346,"{Konrads,held,the,lead,in,the,final,until,the,halfway,mark,"","",when,Rose,attacked,and,Konrads,deviated,from,his,raceplan,.}",0,1,13,1,1,"{dep_path_length>5,people_between_bucket=0,NGRAM_1_[hold],num_words_between_bucket=2,NGRAM_1_[final],NGRAM_1_[mark]}","{0.845584,0.4248,-0.197108,-0.104993,-0.0692437,-0.0571148}"
1637790@8_8-1637790@8_14,1637790@8,Annie Dodge Wauneka-Chee,,0.434,"{Chee,'s,first,wife,"","",Nanabah,"","",raised,Annie,along,with,three,other,of,Chee,'s,children,.}",8,1,14,1,1,"{dep_path_length>5,people_between_bucket=0,num_words_between_bucket=1,NGRAM_1_[along],""BETW_L_[dobj pobj prep_of poss]of"",NGRAM_1_[three]}","{0.845584,0.4248,-0.109778,-0.0677792,0.0554277,0.0454977}"
19556392@42_2-19556392@42_13,19556392@42,John F. G. Howe-J Offord,,0.208,"{Air,Commodore,Howe,handed,over,command,of,the,ROC,to,Air,Commodore,R,J,Offord,on,12,April,1981,.}",2,1,13,2,2,"{people_between_bucket=0,num_words_between_bucket=2,NGRAM_1_[command],""BETW_L_[nsubj prep_to]"",NGRAM_1_[hand],NGRAM_1_[roc]}","{0.4248,-0.104993,0.102643,-0.0544895,-0.0397439,0}"
276218@81_18-276218@81_1,276218@81,Gan Ning-Huang Zu,,0.274,"{After,Huang,Zu,'s,defeat,"","",Su,Fei,was,also,captured,and,he,immediately,asked,someone,to,inform,Gan,Ning,.}",18,2,1,2,2,"{num_words_between_bucket=2,""INV_BETW_[dobj inform xcomp ask conj_and capture prep_after defeat poss]inform"",""INV_BETW_D_[dobj inform xcomp ask conj_and capture prep_after defeat poss]inform"",""INV_BETW_L_[dobj xcomp conj_and prep_after poss]inform""}","{-0.104993,0,0,0}"
32048@70_3-32048@70_10,32048@70,Urho Kekkonen-Paasikivi,,0.224,"{As,president,"","",Kekkonen,continued,the,neutrality,policy,of,President,Paasikivi,"","",which,came,to,be,known,as,the,Paasikivi-Kekkonen,line,.}",3,1,10,1,1,"{people_between_bucket=0,num_words_between_bucket=1,NGRAM_1_[policy],NGRAM_1_[continue],""BETW_L_[nsubj dobj prep_of]"",NGRAM_1_[neutrality]}","{0.4248,-0.109778,-0.0996004,-0.0359036,-0.0113407,0}"
2282@41_0-2282@41_38,2282@41,Alexis Korner-Nicky Hopkins,,0.628,"{Korner,also,played,on,B.B.,King,'s,``,In,London,'',album,"","",and,cut,his,own,"","",similar,``,supersession,'',album,;,``,Get,Off,My,Cloud,'',"","",with,Keith,Richards,"","",Peter,Frampton,"","",Nicky,Hopkins,and,members,of,Joe,Cocker,'s,Grease,Band,.}",0,1,38,2,2,"{people_between_bucket=2,dep_path_length>5,num_words_between_bucket=3,""BETW_D_[nsubj play conj_and cut dep get prep_with Richards appos Frampton appos]"",""BETW_[nsubj play conj_and cut dep get prep_with Richards appos Frampton appos]"",""BETW_L_[nsubj conj_and dep prep_with appos appos]""}","{1.97439,0.845584,-0.728149,0,0,0}"
41641259@6_0-41641259@6_28,41641259@6,Naiktha Bains-Teliana Pereira,,0.71,"{Bains,was,awarded,a,wildcard,into,qualifying,at,the,2014,Hobart,International,"","",where,she,made,it,through,the,first,two,rounds,"","",defeating,Maria,Elena,Camerin,and,Teliana,Pereira,"","",before,losing,to,eventual,tournament,champion,Garbi,e,Muguruza,in,the,final,qualifying,round,.}",0,1,28,2,2,"{people_between_bucket=2,dep_path_length>5,num_words_between_bucket=3,""BETW_L_[nsubjpass xcomp dobj conj_and]"",""BETW_D_[nsubjpass award xcomp defeat dobj Camerin conj_and]"",""BETW_[nsubjpass award xcomp defeat dobj Camerin conj_and]""}","{1.97439,0.845584,-0.728149,0.103152,0,0}"
1637406@47_13-1637406@47_16,1637406@47,Ruth Grier-Bob Rae,,0.19,"{Notwithstanding,her,efforts,to,pursue,some,traditional,NDP,policies,while,in,government,"","",Grier,generally,supported,Bob,Rae,in,his,efforts,to,move,the,party,to,the,political,centre,.}",13,1,16,2,2,"{people_between_bucket=0,NGRAM_1_[support],""BETW_L_[nsubj dobj]"",NGRAM_1_[generally],num_words_between_bucket=0,""WORD_SEQ_[generally supported]""}","{0.4248,-0.330578,-0.273492,-0.0121664,0.0050051,0}"
31739491@16_0-31739491@16_7,31739491@16,Malcolm Toft-Fletcher ElectroAcoustics,,0.296,"{Toft,later,partnered,with,Ted,Fletcher,and,Fletcher,ElectroAcoustics,to,form,Trident-MTA,.}",0,1,7,2,2,"{people_between_bucket=2,""BETW_L_[nsubj prep_with conj_and]"",num_words_between_bucket=1,""BETW_[nsubj partner prep_with Fletcher conj_and]"",""BETW_D_[nsubj partner prep_with Fletcher conj_and]""}","{1.97439,-0.245161,-0.109778,0,0}"
28224409@3_0-28224409@3_30,28224409@3,Florian Grossert-Michael Lorenz,,0.222,"{Grossert,began,his,career,with,SV,Babelsberg,03,"","",and,made,his,debut,in,May,2003,"","",as,an,18,year-old,"","",when,he,came,on,as,a,substitute,for,Michael,Lorenz,in,a,4,2,win,over,1,.}",0,1,30,2,2,"{dep_path_length>5,num_words_between_bucket=3,people_between_bucket=0,NGRAM_1_[make],NGRAM_1_[career],NGRAM_1_[come]}","{0.845584,-0.728149,0.4248,-0.272912,-0.190254,-0.160822}"
3042586@19_40-3042586@19_21,3042586@19,Daan van Bunge-Herschelle Gibbs,,0.282,"{In,their,opening,group,stage,game,against,South,Africa,on,16,March,2007,"","",Van,Bunge,was,the,unfortunate,victim,as,Herschelle,Gibbs,set,a,new,ODI,record,by,scoring,36,runs,-LRB-,six,sixes,from,six,balls,-RRB-,from,Van,Bunge,'s,fourth,over,.}",40,2,21,2,2,"{num_words_between_bucket=2,""INV_BETW_L_[prep_from prepc_by nsubj]"",""INV_BETW_[prep_from score prepc_by set nsubj]"",""INV_BETW_D_[prep_from score prepc_by set nsubj]""}","{-0.104993,0,0,0}"
41654645@8_10-41654645@8_29,41654645@8,Jessica Abbott-Karen Moras,,0.506,"{At,the,2003,World,Swimming,Championships,in,Barcelona,"","",both,Jessica,and,her,sister,Chloe,Abbott,represented,Australia,in,swimming,simultaneously,-,the,first,sisters,to,do,so,since,Karen,and,Narelle,Moras,at,the,1972,Munich,Olympics,.}",10,1,29,2,2,"{people_between_bucket=2,""BETW_L_[nsubj null null]"",num_words_between_bucket=2,""BETW_D_[nsubj represent null . null]"",""BETW_[nsubj represent null . null]""}","{1.97439,0.951633,-0.104993,0,0}"
20905727@49_15-20905727@49_0,20905727@49,Benjamin Lucraft-George Howell,,0.196,"{George,Howell,"","",the,political,activist,and,commentator,"","",remembered,that,he,worked,closely,with,Lucraft,in,temperance,work,in,1856,and,1857,.}",15,1,0,2,2,"{num_words_between_bucket=2,""INV_BETW_L_[prep_with ccomp nsubj]"",""INV_BETW_D_[prep_with work ccomp remember nsubj]"",""INV_BETW_[prep_with work ccomp remember nsubj]""}","{-0.104993,-0.0711008,0,0}"
914580@5_0-914580@5_25,914580@5,"Sir Richard Fanshawe, 1st Baronet-Thomas Smythe",,0.614,"{Fanshawe,was,the,fourth,and,youngest,son,of,Sir,Henry,Fanshawe,"","",of,Ware,Park,"","",Hertfordshire,and,his,wife,Elizabeth,Smythe,"","",daughter,of,Thomas,Smythe,"","",of,Ostenhanger,Kent,and,was,baptised,at,Ware,on,12,June,1608,.}",0,1,25,2,2,"{people_between_bucket=2,dep_path_length>5,num_words_between_bucket=3,""BETW_L_[nsubj prep_of appos prep_of]"",""BETW_D_[nsubj son prep_of Fanshawe appos daughter prep_of]"",""BETW_[nsubj son prep_of Fanshawe appos daughter prep_of]""}","{1.97439,0.845584,-0.728149,-0.173328,0,0}"
33544073@14_3-33544073@14_8,33544073@14,Edward Banker Willis-Fort Selden,,0.248,"{In,January,1866,Willis,was,in,command,of,Fort,Selden,when,he,heard,a,rumor,that,a,large,band,of,Apaches,had,sacked,the,Janos,presidio,in,Chihuahua,.}",3,1,8,2,2,"{people_between_bucket=0,NGRAM_1_[command],num_words_between_bucket=0,""BETW_[prep_in be prep_in command prep_of]"",""BETW_D_[prep_in be prep_in command prep_of]"",""BETW_L_[prep_in prep_in prep_of]""}","{0.4248,0.102643,0.0050051,0,0,0}"
276218@158_9-276218@158_4,276218@158,Gan Ning-Jiankang Shilu,,0.152,"{However,"","",the,``,Jiankang,Shilu,'',mentioned,that,Gan,Ning,died,in,the,winter,of,215,216,"","",while,the,Australian,sinologist,Rafe,de,Crespigny,estimated,Gan,Ning,'s,death,year,to,be,around,220,.}",9,2,4,2,2,"{""INV_BETW_L_[nsubj ccomp nsubj]"",num_words_between_bucket=0,""INV_BETW_[nsubj die ccomp mention nsubj]"",""INV_BETW_D_[nsubj die ccomp mention nsubj]""}","{-0.509324,0.0050051,0,0}"
332815@12_0-332815@12_15,332815@12,Nancy Kerrigan-Evy Scotvold,,0.752,"{Kerrigan,was,coached,by,Theresa,Martin,until,she,was,16,"","",then,began,working,with,Evy,and,Mary,Scotvold,.}",0,1,15,2,2,"{people_between_bucket=2,dep_path_length>5,num_words_between_bucket=2,""BETW_L_[nsubjpass ccomp null null]"",""BETW_D_[nsubjpass coach ccomp begin null . null]"",""BETW_[nsubjpass coach ccomp begin null . null]""}","{1.97439,0.845584,-0.104993,0.055083,0,0}"
7580243@7_0-7580243@7_10,7580243@7,Publius Cornelius Scipio Nasica Corculum-Marcus Popillius Laenas,,0.5,"{Corculum,was,elected,``,censor,'',in,159,BC,with,Marcus,Popillius,Laenas,despite,his,abortive,consulship,.}",0,1,10,3,3,"{dep_path_length>5,people_between_bucket=0,NGRAM_1_[bc],num_words_between_bucket=1,NGRAM_1_[elect],""NGRAM_2_[159 bc]""}","{0.845584,0.4248,0.154926,-0.109778,0.0510736,0}"
1642838@3_12-1642838@3_7,1642838@3,Lucy Baxley-Lurleen Burns Wallace,,0.276,"{Alabama,earlier,had,a,female,governor,"","",Lurleen,Burns,Wallace,"","",and,Baxley,is,the,first,of,two,women,to,have,held,the,state,'s,office,of,lieutenant,governor,.}",12,1,7,3,3,"{""INV_BETW_L_[nsubj conj_and dobj appos]"",num_words_between_bucket=0,""INV_BETW_D_[nsubj first conj_and have dobj governor appos]"",""INV_BETW_[nsubj first conj_and have dobj governor appos]""}","{0.0690569,0.0050051,0,0}"
13825970@9_0-13825970@9_8,13825970@9,Giuseppe Adami-Riccardo Zandonai,,0.244,"{Adami,also,wrote,librettos,for,other,composers,including,Riccardo,Zandonai,'s,``,La,via,della,finestra,'',-LRB-,1919,-RRB-,;,and,Franco,Vittadini,'s,``,Anima,allegra,'',-LRB-,1921,-RRB-,and,``,Nazareth,'',-LRB-,1925,-RRB-,.}",0,1,8,2,2,"{dep_path_length>5,people_between_bucket=0,NGRAM_1_[include],NGRAM_1_[write],NGRAM_1_[also],NGRAM_1_[composer]}","{0.845584,0.4248,-0.262185,-0.218523,-0.152747,0.110002}"
612364@53_0-612364@53_7,612364@53,Louis Wolfson-King,,0.22,"{Wolfson,and,King,had,been,friends,until,King,admitted,that,he,had,tricked,Wolfson,into,giving,him,$,""48,500"",to,influence,President,Richard,Nixon,'s,incoming,US,Attorney,General,"","",John,N.,Mitchell,"","",into,reviewing,Wolfson,'s,conviction,.}",0,1,7,1,1,"{people_between_bucket=0,NGRAM_1_[friend],num_words_between_bucket=1,""BETW_[nsubj friend prep_until]"",""BETW_D_[nsubj friend prep_until]"",""BETW_L_[nsubj prep_until]""}","{0.4248,-0.284925,-0.109778,0,0,0}"
23043778@9_3-23043778@9_0,23043778@9,Burt Myers-Billy Myers,,0.244,"{Billy,Myers,was,Burt,Myers,grandpa,and,he,ranks,20th,with,22,victories,on,Bowman,Gray,Stadium,'s,Modified,All-Time,Wins,List,"","",and,he,has,won,3,championships,-LRB-,',51,"","",',53,"","",',55,-RRB-,.}",3,2,0,2,2,"{""INV_BETW_L_[nn nsubj]"",num_words_between_bucket=0,""INV_BETW_D_[nn grandpa nsubj]"",""INV_BETW_[nn grandpa nsubj]""}","{0.124675,0.0050051,0,0}"
34280905@54_0-34280905@54_12,34280905@54,Husayn Pasha-Assaf Pasha,,0.49,"{Husayn,'s,daughter,Shaqra,Khatun,was,married,to,the,``,amir,'',Assaf,Pasha,.}",0,1,12,2,2,"{people_between_bucket=2,dep_path_length>5,num_words_between_bucket=2,""BETW_L_[poss nsubjpass prep_to dep]amir"",""BETW_[poss Khatun nsubjpass marry prep_to amir dep]amir"",""BETW_D_[poss Khatun nsubjpass marry prep_to amir dep]amir""}","{1.97439,0.845584,-0.104993,0,0,0}"
50372@97_8-50372@97_10,50372@97,Paul Revere-Hancock,,0.112,"{As,the,battle,on,Lexington,Green,unfolded,"","",Revere,assisted,Hancock,and,his,family,in,their,escape,from,Lexington,"","",helping,to,carry,a,trunk,of,Hancock,'s,papers,.}",8,1,10,1,1,"{people_between_bucket=0,""BETW_L_[nsubj dobj]"",NGRAM_1_[assist],""BETW_[nsubj assist dobj]"",""BETW_D_[nsubj assist dobj]"",WORD_SEQ_[assisted]}","{0.4248,-0.273492,-0.0865444,-0.0181369,-0.0181369,-0.0162232}"
1191271@10_16-1191271@10_0,1191271@10,Samuel Pordage-Dryden,,0.258,"{Dryden,"","",in,the,second,part,of,Absalom,and,Achitophel,"","",published,in,November,"","",described,Pordage,as,Lame,Mephibosheth,"","",the,wizard,'s,son,.}",16,1,0,1,1,"{""INV_BETW_L_[dobj nsubj]"",num_words_between_bucket=2,""INV_BETW_[dobj describe nsubj]"",""INV_BETW_D_[dobj describe nsubj]""}","{0.372353,-0.104993,-0.0527003,-0.0527003}"
25915884@3_25-25915884@3_21,25915884@3,Frederick Brown Harris-Ellen,,0.208,"{Frederick,Brown,Harris,was,born,April,10,"","",1883,"","",in,Worcester,"","",England,"","",the,son,of,George,Thomas,and,Ellen,-LRB-,Griffiths,-RRB-,Harris,;,his,father,was,also,a,minister,.}",25,1,21,3,3,"{""INV_BETW_L_[dep appos]"",num_words_between_bucket=0,""INV_BETW_[dep Ellen appos]"",""INV_BETW_D_[dep Ellen appos]""}","{-0.0544688,0.0050051,0,0}"
